time_s,Fz_N,az_force_sign_m_s2,Q_at_calibration_mass,weak,strong
7.081479999999999997e-01,-3.231261034082208994e-01,-7.504050004251665573e-01,5.895273291518661196e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.120760000000000423e-01,-2.399531255244227168e-01,-7.504050004251665573e-01,8.787780997845176856e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.159820000000000073e-01,-5.358755127202421420e-01,-9.733864175901666416e-01,5.743988942774297612e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.198959999999999804e-01,-5.852499477911532466e-01,-8.678908468901666007e-01,2.084923934719628669e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.238890000000000047e-01,-6.011156839103009020e-01,-8.678908468901666007e-01,1.799903857377123773e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.278109999999999857e-01,-9.491237491385060565e-01,-1.392982233840166506e+00,5.082410206834897082e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.317339999999999955e-01,-1.004958897426236675e+00,-1.709468945940166629e+00,1.441913613457044008e+01,0.000000000000000000e+00,1.000000000000000000e+00
7.356639999999999846e-01,-1.142626731376191529e+00,-1.709468945940166629e+00,8.464629902378939974e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.396040000000000392e-01,-1.255254312694027874e+00,-1.544036727690166533e+00,1.412190409565873273e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.435509999999999620e-01,-1.126783217849396834e+00,-1.069296838690166451e+00,7.014978704213398197e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.474589999999999845e-01,-5.957461531460435111e-01,-1.069296838690166451e+00,6.693706406099281025e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.513819999999999943e-01,-7.973564223802203088e-01,-1.661523556240166677e+00,2.350163387967593565e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.553509999999999946e-01,-2.437767814873748051e-01,-1.677722712401666649e-01,3.174335922121139797e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.593480000000000230e-01,-1.116252071741961061e-01,-1.677722712401666649e-01,8.344127731079634125e-02,1.000000000000000000e+00,0.000000000000000000e+00
7.632809999999999873e-01,-2.355697989947955762e-01,-9.086513027301665879e-01,1.555647132972548263e+01,0.000000000000000000e+00,0.000000000000000000e+00
